R	Paul Naschy plays a hunchback with below average intelligence who works at the morgue. He is in love with a sickly girl who happens to be the only person who is kind to him. Each day he brings her flowers until the day she dies. He never really accepts her death and believes she is just sleeping. The girl eventually ends up at the morgue where she is being prepared for burial. Naschy's character flips out at the desecration of the girls body and stabs and decapitates the men in the only scene of gore in the movie. The police begin to look for him. This is when the Hunchback meets up with a mad scientist who's work isn't accepted by the general society. The scientist promises the Hunchback that he would re-animate the girl's body if the Hunchback brings him fresh bodyparts from the graveyard and live victims. He uses the parts to create a monster.
PG	The Borrowers are four-inch high "little people" who live under the floorboards. When the owner of the house they live in dies and her evil lawyer Ocious P. Potter wants to destroy the house to build luxury apartments in its place, they start to fight him with the help of the son of house owner, Pete.
R	Tom Sharky is a narcotics cop in Atlanta who's demoted to vice after a botched bust. In the depths of this lowly division, while investigating a high-dollar prostitution ring, Sharky stumbles across a mob murder with government ties, and responds by assembling his downtrodden fellow investigators (Sharky's "machine") to find the leaders and bring them to justice before they kill off all his partners and witnesses, including Sharky himself.
PG	When Angelino Jack Robinson gets a new job in Australia, he decides to take his wife Ann, sons Shane and Todd and daughter Elisabeth 'Lizzy' by sailing yacht from Hong Kong to Syndney. The gun he gets thrown in by Sheldon Blake proves disabled, and for a sinister reason: near Borneo, Blake's men turn up to capture them. The family escapes but loses the yacht on a reef. They build a cool camp on an island. But the pirates keep coming back, and the boys discover why: he hid a treasure in the yacht. Shane is also discovered and captured in more than one way by French plane wreck survivor Françoise, who later teams up with the family.
R	A young drifter discovers his true calling when he's hired by a mobster to stalk and kill a prominent accountant, and then decides to seek revenge when the stingy thugs try to kill him rather than pay him.
R	A salvage crew that discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the Bering Sea soon notices, as they prepare to tow it back to land, that strange things happen.
R	When Hank Deerfield is told by the military that his son Mike, who only recently returned from a tour of duty in Iraq, has gone AWOL he travels to the military base to see if he can make any sense of the young man's disappearance. Hank is himself a retired military investigator and is frustrated by both the military and the civilian police's apparent lack of interest in the case. In the end he does manage to get help from Det. Emily Sanders and together they piece together the events that led to Mike's disappearance. In the end, this is a story of how war dehumanizes individuals to the point where the taking of life makes no sense and has no purpose
PG-13	Doctors are being murdered in a bizarre manner: bats, bees, killer frog masks, etc., which represent the nine Biblical plagues. The crimes are orchestrated by the organ-playing, demented Dr .Phibes - from his base; replete with a clockwork orchestra with the help of his mute assistant. The detective is stumped until he finds that all of the doctors being killed assisted a Dr. Vesalius on an unsuccessful operation involving the wife of Dr. Phibes, but he couldn't be the culprit, could he? He was killed in a car crash upon learning of his wife's death...
PG-13	A father suspected of murder must fight to save his family from a ruthless killer in this action-packed suspense thriller, starring Michael Madsen, Michele Scarabelli, Jeff Wincott, Steve Adams and Victoria Snow.
R	As her marriage dissolves, a Manhattan writer takes driving lessons from a Sikh instructor with marriage troubles of his own. In each other's company they find the courage to get back on the road and the strength to take the wheel.
PG	When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.
R	A newspaper photographer travels to a New Hampshire island with her husband, brother-in-law, and his girlfriend to investigate an 1873 axe-murder of two Norwegian women, in which she finds her own relationships paralleling those of a woman who survived the crime.
PG	Lum and Abner's General Store in Pineridge, Arkansas is the center of the town, where everybody hangs around. Also in the store is the town's post office, where Alice, the niece of the wealthiest person around, is working as post-mistress. She is in love with the local doctor's son Kenneth, whom she would like to marry, but her aunt, who has a feud with his father does everything to prevent this. Kenneth is working as a doctor in the next town, but does not make enough money to support a wife and their younger brother, so both have to wait. When the town's drunkard's daughter is killed by a hit and run driver, they convince the sheriff to make the father a deputy, to give him self assurance...
PG	Bill and Abby, a young couple who to the outside world pretend to be brother and sister are living and working in Chicago at the beginning of the century. They want to escape the poverty and hard labor of the city and travel south. Together with the girl Linda (who acts as the narrator in the movie) they find employment on a farm in the Texas panhandle. When the harvest is over the young, rich and handsome farmer invites them to stay because he has fallen in love with Abby. When Bill and Abby discover that the farmer is seriously ill and has only got a year left to live they decide that Abby will accept his wedding proposal in order to make some benefit out of the situation. When the expected death fails to come, jealousy and impatience are slowly setting in and accidents become eventually inevitable.
PG	When troubled, cynical teen Rick chooses service at a camp for the blind over serving time at a correctional facility, he thinks he's found the easy way out. Instead, it's the way to a new life. Friendship. Step by step, as Rick helps a blinded Gymnast rediscover the joys of competition through equestrian show jumping, they begin to take control of the most important journey of all... a journey called life.
R	Rene, a small-time beauty queen, is forced to move out of her hometown of Berkeley, a sleepy town in Queensland, due to financial problems. However, barely had she started the journey when meteors start raining down from the sky, turning all those hit into zombies. In an attempt to escape, she stumbles upon a small group of survivors, and together, they must fight their way out of town. However, one of the survivors firmly believes it is more than just a simple zombie outbreak--it is part of a bigger conspiracy.
PG	This third film in the series follows a group of marine biologists attempting to capture a young great white shark that has wandered into Florida's Sea World Park. However, later it is discovered that the shark's 35-foot mother is also a guest at Sea World. What follows is the shark wreaking havoc on the visitors in the park.
PG	Wayne Szalinzki, a wacky, absent-minded inventor, is back again but only this time he decides to use his infamous shrink machine just one more time. His wife Diane asks him to get rid of the "Tiki Man" a large tiki sculpture. Wayne refuses to get rid of it so he decides to restart the shrink ray and reduces the Tiki Man to pocket-size. However, after Wayne shrinks the Tiki Man the machine is accidentally activated and Wayne ends up shrinking himself and his brother Gordon. Meanwhile, when Gordon's wife Patty and Diane were going on a vacation they went back to the house when Patty suddenly realizes she forgot Mitch's medicine for his potassium deficiency. When they were about to leave, they decide to sneak into the attic and surprise the men, but the shrink ray is activated once again, and the ladies are shrunk as well. So the team must be very brave of disgusting household insects the size of dinosaurs and more in their biggest adventure to get their children's attention.
R	In a poor shantytown of Santo Domingo, Haitians and Dominicans struggle amidst a complex social and political context. Two half brothers, Janvier and Rudy, will get into a confrontation for the love of the same woman. Janvier, Haitian, is forced to join Cristo Rey's drug gang. His job being to watch over Jocelyn, the young sister of El Baca, kingpin of the district's gang. Rudy, Dominican, is Jocelyn's ex boyfriend. He can't bear to see his half brother Janvier spend time with her, he wants her back no matter what. Janvier and Jocelyn fall madly in love with each other and not having any foreseeable future in a neighborhood like Cristo Rey, they devise a plan to leave the barrio forever.
PG	Shortly after the launch of a satellite from a space shuttle the satellite collides with an UFO in front of the crew's eyes. Because of an election campaign some politicians try to hide the crashed UFO -- inside hangar 18.
PG	Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?
PG-13	When not solving murders in Tinseltown, Detective Joe Gavilan and his rookie partner Kasey Calden both moonlight in other fields: Gavilan sells real estate (poorly), and Calden aspires to become an actor (Brando, namely). Assigned to the vicious in-club slaying of a promising young rap act, the two detective delve into the recording industry where they hope to find answers - ideally ones that also come with property buyers or auditions.
PG	A boy finds an interesting egg. His curiosity leads him to protect it and want to figure out what will come out of it. He didn't realize that it would turn into something magical. The boy and the Water horse grow a strong relationship together in this wonderful story.
PG	In 1921, 10-year-old Othar Pruitt witnesses his bootlegger father murdered by a member of a rival bootlegger family. 12 years later, the adult Other Pruitt and his partner-in-crime, Dewey Crenshaw, make a living as moonshiners and cross-state bootleg runners whom work for Othar's grandfather's distillery, harass the local sheriff, flirt with various women at local ho-downs, and continue to clash against the rival Woodall family and their chief competitors for control of the bootlegged trail runs.
PG-13	Annabel is a terminally ill cancer patient and is quietly awaiting her death spending her time studying nature. Enoch is struggling to recover from the death of his parents and spends his time attending funerals with his only friend - a ghost named Hiroshi who was a WWII Japanese kamikaze pilot. Just as Annabel's sister is trying to cope with Annabel's impending death, Annabel and Enoch fall in love. They both finally have a reason to live, but is it too late to have a life together?
PG	40 years ago, Don Haskins went on the recruiting trail to find the best talent in the land, black or white. 7 blacks and 5 whites made up the legendary 1965-66 Texas Western Miners. They were mocked and ridiculed for their showboating and flaunting of black players on the court. Yet, in the face of seemingly insurmountable odds, Haskins and his Miners came together as a team united to reach the National Championship game against powerhouse Kentucky.
PG-13	Divorced and retired, Tony Webster, an ageing Londoner and vintage camera shop owner, whittles down the solitude of his isolated existence by keeping an affectionate relationship with his ex-wife, Margaret, and by accompanying his nearly full-term pregnant daughter, Susie, to antenatal courses. However, the unexpected arrival of an unsettling letter will disrupt the fine balance of things in Tony's orderly life, reconnecting him with his first love from college, Veronica, and the nostalgic, yet clouded memories of a distant past. Inevitably, as Tony scavenges for bits and pieces through flashbacks, the out-of-focus picture of his youth will gradually sharpen, nevertheless, is he ready to face the truth?
R	Forced to repeat her senior year of high school, Claire's (Maslany) reputation is sliding from bad-ass to bad joke. Armed with an acid tongue and shielded by ever-present headphones, Claire locks onto the only student clueless to her sordid rep: Henry (Van Wyck), a nerdy freshman she used to babysit. At night, Claire escapes to raucous concerts where she catches the eye of 33-year-old Jim (McCarthy), a would-be rock star who feeds on young fans' adoration. Jim leads her into an intoxicating world of hard-partying musicians, while at school, Claire takes Henry under her wing. She reinvents her dorky friend as the mysterious rebel, throwing Henry's life into hilarious turmoil. As Claire dances across the surface of these relationships, she eventually learns hard lessons about the difference between sex, intimacy, and friendship.
PG-13	The Justice League are a team of great power, but also of personal secrets they thought safe. That changes when the immortal supervillain, Vandal Savage, has Batman's Batcave secretly raided to learn them all and more. Soon, the Leaguers are individually beset by their enemies who attack them with inescapable death traps specifically designed with that information. With that, all seems lost until an indomitable Knight and a young Titan combine to deliver salvation even as Savage uses the opportunity to implement a far grander scheme.
PG-13	The evil scientist Dr. Clayton Forrester locks Mike Nelson and two robots in a spacecraft to watch terrible low-budget movies as part of his scheme to conquer the world. He projects 1954 "This Island Earth" (Title (Brazil): "Guerra Entre Planetas") with the intention of driving them crazy. However, the trio laughs and makes funny comments in every scene and dialogs, having good-time instead, and Dr. Forrester's ambitious plan does not work.
PG-13	April Burns invites her family to Thanksgiving dinner at her teeny apartment on New York's Lower East Side. As they make their way to the city from suburban Pennsylvania, April must endure a comedy of errors - like finding out her oven doesn't work - in order to pull off the big event.
R	Gregory invites seven friends to spend the summer at his large, secluded 19th-century home in upstate New York. The seven are: Bobby, Gregory's "significant other," who is blind but who loves to explore the home's garden using his sense of touch; Art and Perry, two "yuppies" who drive a Volvo and who celebrate their 14th anniversary together that summer; John, a dour expatriate Briton who loathes his twin brother James; Ramon, John's "companion," who is physically attracted to Bobby and immediately tries to seduce the blind man; James, a cheerful soul who is in the advanced stages of AIDS; and Buzz, a fan of traditional Broadway musicals who is dealing with his own HIV-positive status.
PG	In the town of Thiers, summer of 1976, teachers and parents give their children skills, love, and attention. A teacher has his first child, a single mother hopes to meet Mr. Right, another mom reaches out to Patrick, a motherless lad who is just discovering the opposite sex. Patrick befriends Julien, a new student who lives in poverty with his mother and has a terrible secret. Bruno shows his friends how to chat up girls. Sylvie stages a witty protest against her parents. Brothers give a friend a haircut. A toddler falls from a window and is unhurt. Everybody goes to the cinema. At camp, Martine catches Patrick's eye. A teacher explains: "Life is hard, but it's wonderful."
R	Constantine joins the Roman army to find his missing childhood friend. Once alerted to his friend's whereabouts, he prepares for an all out war between the East and the West.
PG-13	Juliette was 15 years in prison. Confronted with the unexpected goodness of her younger sister Léa, who makes Juliette a part of her family, very slowly breaks up Juliette's ice and bitterness and she carefully opens up.
R	Stranded on a lonely road, a schoolbus full of high school basketball players, their coaches, and cheerleaders must defend themselves from the Creeper - a flesh-eating ancient beast that resurfaces on the earth every 23 years to feed. Meanwhile, a farmer and his son set out on a personal mission to hunt the Creeper down.
R	"The Driver" is a specialist in a rare business: he drives getaway cars in robberies. His exceptional talent prevented him from being caught yet. After another successful flight from the police, a self-assured detective makes it his primary goal to catch the Driver. He promises remission of punishment to a gang if they help to convict him in a set-up robbery. The Driver seeks help from "The Player" (Isabelle) to mislead the detective.
PG-13	The Rocker tells the story of a failed drummer who is given a second chance at fame. Robert "Fish" Fishman is the extremely dedicated and astoundingly passionate drummer for the eighties hair band Vesuvius, who is living the rock n' roll dream until he is unceremoniously kicked out of the band. Twenty years after his rock star fantasies are destroyed, just when Fish has finally given up all hope, he hears that his nephew's high school rock band A.D.D. is looking for a new drummer. They reluctantly make him the newest member of the band, giving him a chance to reclaim the rock god throne he always thought he deserved, and taking the young band along for the ride of their lives.
PG-13	Elliot Richardson, a socially awkward IT worker, is given seven wishes to get the girl of his dreams when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include being a 7 foot basketball star, a wealthy, powerful man, and a sensitive caring guy. But, as could be expected, the Devil must put her own little twist on each his fantasies.
R	Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.
PG	Phoenix cop Charlie Congers develops a personal hatred for mob boss Joe Bomposa. Congers sees the devastating effects of Bomposa's drug trade on the community. He thinks it's his duty to personally go after Bomposa who's protected by an army of lawyers, money and political power. Often charged but never indicted for any offense, Bomposa continues his illegal activities. But out of the blue an opportunity presents itself when Bomposa's girlfriend, ditsy blonde Jackie Pruit, is called to testify before a Senate investigation committee. Despite Miss' Pruit unwillingness to co-operate with the Senate investigators, Joe Bomposa grows worried that she might talk to the cops, after all. His mobster friends and his lawyer advise him to send her away in Switzerland, on a vacation, far from the Senate investigators. However, when they get information that FBI agents are after her, they decide to contract a hit-man to have her killed in Switzerland. Not having a mandate to operate on Swiss soil, the FBI asks Phoenix cop Charlie Congers to go to Switzerland and force a confession out of Miss Pruit. The government wants her as a witness against her mobster boyfriend, since she knows many aspects of his personal life and crimes. Charlie Congers agrees to help the FBI and travels to Switzerland to meet Miss Pruit. However, Joe Bomposa's paid killers are after her too. Lieutant Congers has a very small window of opportunity to snatch Miss Pruit from Switzerland, convince her to testify and bring her back to the USA.
PG-13	Three sisters with quite different personalities and lives reunite when the youngest of them, Babe, has just shot her husband. The oldest sister, Lenny, takes care of their grandfather and is turning into an old maid, while Meg, who tries to make it in Hollywood as a singer/actress, has had a wild life filled with many men. Their reunion causes much joy, but also many tensions.
R	Samuel Pierret (Gilles Lellouche) is a nurse who saves the wrong guy -- a thief (Roschdy Zem) whose henchmen take Samuel's pregnant wife (Elena Anaya) hostage to force him to spring their boss from the hospital. A race through the subways and streets of Paris ensues, and the body count rises. Can Samuel evade the cops and the criminal underground and deliver his beloved to safety?
PG-13	A retro-futuristic epic of steampunk battle set in 1914. It has been 15 years since the original H.G. Wells Martian invasion. Fearing another attack, the human race has prepared itself. This is the story of the battle tripod 'Goliath' and its young crew. 'Goliath' is the vanguard of an army of steam-powered battle walkers, heat-ray biplanes, and armored zeppelins facing a Martian fleet of giant fighting machines and flying wings. Within the cockpit of 'Goliath', courage under fire, conflicted loyalties and the struggle to save earth, in this new War of the Worlds.
PG	A Buenos Aires television station tricks a competitor into hiring inept TV fan Jorge, hoping he will harm their ratings. Jorge accidentally ruins various broadcasts, but his buffoonish antics actually attract more viewers. Jorge and his assistant Moria inadvertently film a murder, and the criminals pursue them to obtain the incriminating footage.
R	A young man vows revenge against the killers of his father. To do this, he must train with his father's teacher who teaches him the "Shadow Claw", a deadly combination of the eagle claw and shadow fist.
PG	D'Artagnan has become a Musketeer. Protestants hold La Rochelle, and the Queen loves Buckingham, who'll soon send ships to support the rebels. Richelieu enlists Rochefort to kidnap Constance, the Queen's go-between and D'Artagnan's love. The Cardinal uses the wily, amoral Milady de Winter to distract D'Artagnan. But soon, she is D'Artagnan's sworn enemy, and she has an unfortunate history with Athos as well. Milady goes to England to dispatch Buckingham; the Musketeers fight the rebels. Milady, with Rochefort's help, then turns to her personal agenda. Can D'Artagnan save Constance, defeat Rochefort, slip de Winter's ire, and stay free of the Cardinal? All for one, one for all.
PG-13	The monster does not come walking often. This time it comes to Conor, and it asks for the one thing Conor cannot bring himself to do. Tell the truth. This is a very touching story about a boy who feels very damaged, guilty and mostly angry. He struggles at school with bullies, and pity looks from everyone, and at home with his mother's sickness. Will Conor overcome his problems? Will everything be okay? Will Conor be able to speak the truth?
PG-13	Four young black women live in the neighborhood of Brasilandia, in the underprivileged outskirts of Sao Paulo, and fight for the dream of making a living with their music. Friends since childhood, Preta, Barbarah, Mayah and Lena constantly need to fight against poverty, violence and sexism. They succumb to their grim realities, but end up gathering the pieces of the group and regaining the joy of singing together.
PG	Just as Rocky thinks the world is proceeding along quite well, he dashes out of his shop in a kind of trance, as though possessed. Once outside he is driven to hunt for a victim and after he has found someone, he kills them with whatever forces are latent in his subconscious.
PG	Bob Hunt is a put upon social worker who has had enough of the bad service of public utilities. He decides to organize resitance to the phone, gas and water monopolies but also wants to impress policewoman Marion Edwards.
PG	Amelia Earhart, a Kansas girl, discovers the thrill of aviation at age 23, and within 12 years has progressed to winning the Distinguished Flying Cross for being the first woman to pilot a plane solo across the Atlantic Ocean. At age 39, she sets out on an attempt to circumnavigate the globe, an adventure that catapults her into aviation myth.
PG	In 1939, in a French prison camp, José Garcés of the defeated Spanish Republican army raises the spirits of his fellow prisoners by telling the story of the year he was 8 years old, 1911, in a small town in northeastern Spain. He was a rascal, baffling his father, always in trouble, and in love with Valentina, a neighbor girl. On his roof top at night he sends semaphore messages to her. He writes poems. He gets them into trouble, killing her father's breeding pigeons. When the two families camp at a decaying castle, his tutor, a sympathetic priest, tells him about the most valiant men, the saints, the heroes, and the poets. Already a poet, he learns a lesson about being a hero.
PG-13	At a Montréal public grade school, an Algerian immigrant is hired to replace a popular teacher who committed suicide in her classroom. While helping his students deal with their grief, his own recent loss is revealed.
R	A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives.
PG-13	Late one evening, Alex suddenly abandons his girlfriend, Simone, to follow the beautiful Aimee. In his encounter with Aimee, time and place dissolve for him and he becomes a stranger to Simone, towards whom he cannot return. Alex's future, is Aimee's love. But will he have the courage to embrace it? A psychological romantic drama, about a man, who forgets about his past and must put his faith in love, in order to gain a future.
PG-13	Injured while risking his life to save an angry German shepard, Chicago Firefighter Jack Moniker retires and moves to a small carribean island named St. Nicholas. There, he is befriended by the owner of a run-down resort, Ernest Reed. Greedy developers are schemeing to wrest Reed's coveted beach front property from him for non-payment of taxes. Jack comes to Ernest's rescue, and together they renovate and reopen the resort catering to affluent Americans. The film follows the zany exploits of the proprietors, guests and various colorful island denizans, as they break in the new "Club Paradise".
PG-13	Four year old Marla Olmstead from Binghamton, New York became the sensation of the art world for her abstract artwork, which have sold for thousands of dollars per piece. The showing of her work started off as a lark, but when the paintings sold without the buyers knowing who the artist was, the media began to run with the story. Through it all, Marla's parents, Mark Olmstead and Laura Olmstead, want to be grounded in what is best for their daughter while exposing her to whatever positive may come from the experience. But some negative and big name media also surfaces, some questioning whether Marla is the real artist behind the work, and some questioning exposing a four year old to such infamy. Regardless, the fact of this art selling brings up the legitimacy of abstract art being quantified as "quality", especially if a four year old can produce it but can't express the emotions or rationale behind its creation. Or is art truly in the eyes of the beholder? Regardless, money, in the art world as is much in life, becomes the great equalizer.
R	Underwater deep-sea miners encounter a Soviet wreck and bring back a dangerous cargo to their base on the ocean floor with horrifying results. The crew of the mining base must fight to survive against a genetic mutation that hunts them down one by one.
R	Based on a semi-autobiographical novel by Robert T. Westbrook, the movie is about 23 year old Columbia University dropout (Stanley Sweetheart) who seeks his identity during the sexual revolution.
PG-13	A possible cure for superheroes deeply divides courageous Captain America and arrogant Tony Stark. Factions of superheroes divides themselves in to Team Captain America and Team Stark. Black Widow and Hawekye must choose sides. Plus, Bucky Barnes is possibly behind the murder of King T'Chaka, a member of one of the factions, and T'Challa his son plans to kill him.
PG	Two working-class buddies, Joe and Gus, win a contest and get a free fishing trip. When they arrive, everything goes wrong - hurricanes, stolen car, blow-ups and other catastrophes follow them.
PG-13	Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.
R	A group of martial arts students are en route to an island that supposedly is home to the ghosts of martial artists who have lost their honor. A Hitler lookalike and his gang are running a female slavery operation on the island as well. Soon, the two groups meet and all sorts of crazy things happen which include cannibal monks, piranhas, zombies, and more!
R	A college dropout, attempting to win back his father's high standards he gets a job as a broker for a suburban investment firm, which puts him on the fast track to success, but the job might not be as legitimate as it once appeared to be.
R	Without tanks or air support, a corporal and his team must muster all the courage and firepower they can to fight their way across war-torn Afghanistan and shepherd an important anti-Taliban woman to safety.
PG-13	Loosely based on the highly acclaimed video game series "Final Fantasy". Set in 2065, the world is a barren wasteland invaded by alien life-forms known as Phantoms. Determined to stop them for good, a beautiful woman named Dr. Aki Ross must find the seven spirits to destroy the Phantoms once and for all, unfortunately she is dying from a fatal Phantom-related sickness. She is accompanied by her mentor Dr. Sid (the movie's version of "Cid") and the Deep Eyes Squadron.
R	When the unemployed white journalist Paul (David Arquette), who lives in a ghetto, accidentally witness the execution of the Afro-American King David (DMX), he takes the wounded man to the hospital trying to save his life. David dies, but officially leaves his car and his possessions to Paul. Paul finds some cassette tapes in the car, and while listening to them, he becomes aware that David was a hideous drug dealer.
PG-13	Cursed with immortality after a fierce battle with a dark coven of witches and their horrifying Witch Queen--the evil sorceress who plagued the world with Black Death--the valiant warrior, Kaulder, walks this earth for eight hundred years. As the last of the witch-slayers, Kaulder along with the Dolans, the ancient brotherhood of the secret Axe and Cross Order, work tirelessly to keep the fragile truce between humans and witches, without knowing, however, that a modern coven intends on ushering in a new age by unleashing another plague. Is Kaulder all that stands between mankind's future and total annihilation?
PG	Gomez is a middle-aged man who dreams of buying a gorgeous white suit in a nearby store, but doesn't have enough cash. He finds 4 more people of same size, who each give $20 and get to wear the suit for an hour each in return. But the suit is not just a suit - it makes wishes of the one wearing it come true.
PG-13	There isn't much for Gilbert to look forward to in the small, dying town of Endora. The only thing keeping him sane is his mentally challenged brother, and his physically challenged mother. Despite the challenges that are posed in this small town, Gilbert had forgotten that he has become challenged himself, and with the help of a marooned world traveler, begins to see the bigger picture.
PG-13	Leonato (Clark Gregg), the governor of Messina, is visited by his friend Don Pedro (Reed Diamond) who is returning from a victorious campaign against his rebellious brother Don John (Sean Maher). Accompanying Don Pedro are two of his officers: Benedick (Alexis Denisof) and Claudio (Fran Kranz). While in Messina, Claudio falls for Leonato's daughter Hero (Jillian Morgese), while Benedick verbally spars with Beatrice (Amy Acker), the governor's niece. The budding love between Claudio and Hero prompts Don Pedro to arrange with Leonato for a marriage. In the days leading up to the ceremony, Don Pedro, with the help of Leonato, Claudio and Hero, attempts to sport with Benedick and Beatrice in an effort to trick the two into falling in love. Meanwhile, the villainous Don John, with the help of his allies Conrade (Riki Lindhome) and Borachio (Spencer Treat Clark), plots against the happy couple, using his own form of trickery to try to destroy the marriage before it begins. A series of comic and tragic events may continue to keep the two couples from truly finding happiness, but then again perhaps love may prevail.
PG	The first ever feature-length film to capture the essence, drama and unique spectacle of the famed 26.2-mile race, the production features five runners - three amateurs and two elites - as they train for and ultimately run the Chicago Marathon.
R	It's the hottest day of the year in the Bedford-Stuyvesant neighborhood of Brooklyn, and tensions are growing there, with the only local businesses being a Korean grocery and Sal's Pizzeria. Mookie, Sal's delivery boy, manages to always be at the center of the action.
PG	The Westernized grandson of a shaman returns to the wilderness to learn more about his Native American heritage. When he encounters powerful evil spirits, he enlists the aid of his lover and a local chief to stop the spirits.
PG-13	A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.
PG	The journey of legendary football coach Bob Ladouceur, who took the De La Salle High School Spartans from obscurity to a 151-game winning streak that shattered all records for any American sport.
R	Newlyweds Paul and Bea want to spend their honeymoon at a cabin in the woods. But the lovely romantic moments quickly disappear when strange events start to unfold. Mysterious and frightening events that seem destined to tear this couple apart.
PG-13	A powerful gangster is murdered. However, All of his holdings were in his girlfriend's name. So she is charged and sent to a minimum-security prison, where all of the prisoners are filthy rich. There she meets and falls in love with an undercover FBI agent.
PG	Spoiled Jessie Montgomery, whose wild behavior and spending excesses cause her well-meaning but exasperated millionaire father Charles to wish he never had her, is visited by fairy godmother Stella. In an effort to save Jessie, Stella casts a spell which causes Charles to no longer have a daughter. Jessie, now penniless and without a friend, must take a maid's job to earn a living, and hopefully to learn her lesson...
R	An attorney in a rush to make a court appointment to file legal papers involving a multi-million dollar trust accidentally collides with an alcoholic insurance salesman, who also is a rush for a court appointment involving the custody of his children. The attorney leaves the scene of the accident and strands the salesman, causing him to miss his custody hearing. During the process of the post-crash discussion, the attorney accidentally drops the papers he needs to present in court. The judge gives him until the end of the day to present the papers and thus begins a cat and mouse game between the proponents. A few questionable actions later on both parties' part, they finally start questioning their actions and their lives. In the end, both come to new understanding of what is important and appear to be set in new ethical and moral directions. Contains mild violence and profanity.
PG	When bumbling look-alike criminal brothers Zike and Spider, kidnap best friends Katie and Tyler, the two girls must use their smarts and few booby traps to try and escape their captors. But not without the help from a pony named Two-Bits and a horse named Pepper -- who must come to the girls' rescue.
PG-13	A book-smart teenager joins his school's wrestling team as a way to reunite his surviving family members, who split apart after the death of his father, a college wrestling legend, 10 years ago.
