aboveground	RB	0.000009
abovementioned	JJ	0.000007
Abraham	NNP	0.000667
Abrahams	NNP	0.000005
Abrahamson	NNP	0.000005
Abramoff	NNP	0.000015
Abramov	NNP	0.000010
abrams	NN	0.000003
Abrams	NN	0.000015
Abrams	NNP	0.000094
Abramson	NNP	0.000054
Abramstein	NNP	0.000005
abrasion	NN	0.000003
abrasions	NNS	0.000007
abrasive	JJ	0.000041
abrasives	NNS	0.000007
abreast	JJ	0.000007
abreast	RB	0.000009
abridged	JJ	0.000007
Abridged	VBN	0.000019
abridging	VBG	0.000024
abroad	JJ	0.000007
abroad	RB	0.001547
Abroad	RB	0.000027
abrogation	NN	0.000003
abrogations	NNS	0.000007
abrupt	JJ	0.000069
abrupt	RB	0.000018
Abrupt	JJ	0.000007
abruptly	RB	0.000109
Abrutzi	NNP	0.000005
Abruzzo	NNP	0.000010
abs-	JJ	0.000007
ABS	NN	0.000012
Absaas	NNP	0.000005
Absalom	NNP	0.000622
Abscam	NNP	0.000005
=abscesses	NNS	0.000007
absence	NN	0.000138
absences	NNS	0.000015
absent	JJ	0.000034
Absent	JJ	0.000014
absentee	NN	0.000021
absenteeism	NN	0.000009
absentia	NN	0.000003
absolute	JJ	0.000213
Absolute	JJ	0.000007
Absolute	NNP	0.000005
absolutely	RB	0.001014
Absolutely	RB	0.000271
absolution	NN	0.000003
absolutism	NN	0.000006
absolves	VBZ	0.000016
absolving	VBG	0.000024
absorb	VB	0.000233
absorb	VBP	0.000056
absorbed	VBD	0.000059
absorbed	VBN	0.000328
Absorbed	VBN	0.000019
absorbent	JJ	0.000007
absorbers	NNS	0.000015
absorbing	JJ	0.000007
absorbing	NN	0.000003
absorbing	VBG	0.000213
absorbs	VBZ	0.000065
absorption	NN	0.000028
abstained	VBD	0.000047
abstaining	VBG	0.000047
abstentia	NN	0.000003
abstention	NN	0.000003
abstentions	NNS	0.000007
abstinence	NN	0.000003
Abstinence	NN	0.000003
abstinent	JJ	0.000014
abstract	JJ	0.000062
abstract	NN	0.000003
Abstract	NNP	0.000010
abstraction	NN	0.000003
abstracts	NNS	0.000007
absurd	JJ	0.000131
Absurd	JJ	0.000014
absurdities	NNS	0.000007
absurdity	NN	0.000009
Abu	NNP	0.000459
Abudwaliev	NNP	0.000005
Abuja	NNP	0.000010
Abul	NNP	0.000005
Abulkabir	NNP	0.000005
abundance	NN	0.000028
abundant	JJ	0.000096
abundantly	RB	0.000027
abuse	NN	0.000196
abuse	VB	0.000055
abuse	VBP	0.000019
ABUSE	NN	0.000003
abused	JJ	0.000014
abused	VBD	0.000047
abused	VBN	0.000251
abuser	NN	0.000003
abuses	NNS	0.000184
abuses	VBZ	0.000016
abusilm@maktoob.com	NN	0.000006
abusing	VBG	0.000213
abusive	JJ	0.000062
abuts	VBZ	0.000016
abuzz	JJ	0.000007
abysmally	RB	0.000009
abyss	NN	0.000003
ac	NN	0.000003
AC	NNP	0.000025
A.C.	NNP	0.000030
academe	NN	0.000003
academia	NN	0.000024
Academia	NN	0.000003
Academia	NNP	0.000104
academic	JJ	0.000440
academic	NN	0.000006
Academic	JJ	0.000014
Academic	NNP	0.000015
Academically	RB	0.000009
academician	NN	0.000009
academicians	NNS	0.000007
academics	NNS	0.000066
academy	NN	0.000021
Academy	NNP	0.000207
Acadia	NNP	0.000025
Acapulco	NNP	0.000005
Acbor	NNP	0.000015
ACC	NNP	0.000005
acccounting	NN	0.000003
accede	VB	0.000011
acceded	VBD	0.000024
accelerate	VB	0.000333
accelerated	JJ	0.000028
accelerated	VBD	0.000118
accelerated	VBN	0.000212
accelerates	VBZ	0.000049
accelerating	VBG	0.000686
Accelerating	VBG	0.000047
acceleration	NN	0.000037
accelerative	JJ	0.000007
accelerator	NN	0.000003
accent	NN	0.000028
Accent	NNP	0.000005
accented	VBN	0.000019
accents	NNS	0.000029
accentuated	VBN	0.000019
accept	VB	0.002840
accept	VBP	0.000546
Accept	VB	0.000111
acceptability	NN	0.000003
acceptable	JJ	0.000234
acceptance	NN	0.000064
Acceptance	NNP	0.000079
acceptances	NNS	0.000007
ACCEPTANCES	NNPS	0.000290
ACCEPTANCES	NNS	0.000081
accepted	JJ	0.000028
accepted	VBD	0.000733
accepted	VBN	0.001602
Accepted	JJ	0.000041
Accepted	NNP	0.000005
accepting	JJ	0.000007
accepting	VBG	0.001017
Accepting	VBG	0.000047
accepts	VBZ	0.000763
accesory	NN	0.000003
access	NN	0.000355
access	VB	0.000089
access	VBP	0.000019
Access	NNP	0.000010
accessed	VBN	0.000058
accesses	VBZ	0.000016
accessible	JJ	0.000103
accessing	VBG	0.000047
accession	NN	0.000028
accessment	NN	0.000003
accessories	NNS	0.000066
Accessories	NNP	0.000005
Accessories	NNS	0.000015
accessorize	VB	0.000011
accessory	JJ	0.000007
accessory	NN	0.000012
accident	NN	0.000432
accidental	JJ	0.000021
accidentally	RB	0.000081
accidents	NNS	0.000287
acclaim	NN	0.000009
acclaim	VB	0.000011
Acclaim	NNP	0.000005
acclaimed	JJ	0.000021
acclaimed	VBN	0.000039
acclamation	NN	0.000006
accoding	VBG	0.000024
accolade	NN	0.000003
accolades	NNS	0.000007
accommodate	VB	0.000233
accommodate	VBP	0.000019
accommodated	VBN	0.000058
accommodating	VBG	0.000095
accommodation	NN	0.000031
accommodations	NNS	0.000029
accomodate	VB	0.000022
accomodated	VBN	0.000019
accompanied	VBD	0.000083
accompanied	VBN	0.000521
accompanies	VBZ	0.000097
accompaniment	NN	0.000012
accompaniments	NNS	0.000007
accompanist	NN	0.000003
accompany	VB	0.000111
accompany	VBP	0.000019
accompanying	JJ	0.000034
accompanying	VBG	0.000331
accompli	FW	0.001014
accompli	NN	0.000003
accomplice	NN	0.000003
accomplices	NNS	0.000022
accomplish	VB	0.000244
accomplish	VBP	0.000038
accomplished	JJ	0.000048
accomplished	VBD	0.000035
accomplished	VBN	0.000347
accomplishes	VBZ	0.000016
accomplishing	VBG	0.000071
Accomplishing	VBG	0.000024
accomplishment	NN	0.000034
accomplishments	NNS	0.000074
accord	NN	0.000193
accord	VB	0.000011
Accord	NNP	0.000044
accordance	NN	0.000168
accorded	VBN	0.000019
according	IN	0.000018
according	VBG	0.012553
According	IN	0.000022
According	NN	0.000003
According	VBG	0.010355
accordingly	RB	0.000145
Accordingly	RB	0.000045
accords	NNS	0.000081
accords	VBZ	0.000016
Accords	NNP	0.000005
Accords	NNPS	0.000436
account	NN	0.000579
account	VB	0.000089
account	VBP	0.000772
account	VBZ	0.000016
Account	NN	0.000003
Account	NNP	0.000020
ACCOUNT	NN	0.000018
ACCOUNT	NNP	0.000015
accountabilities	NNS	0.000007
accountability	NN	0.000098
Accountability	NN	0.000003
accountable	JJ	0.000186
accountable	NN	0.000003
accountant	NN	0.000021
accountants	NNS	0.000088
Accountants	NNPS	0.000145
accounted	VBD	0.000485
accounted	VBN	0.000193
accounting	JJ	0.000007
accounting	NN	0.000187
accounting	NNP	0.000005
accounting	VBG	0.001300
Accounting	NN	0.000003
Accounting	NNP	0.000064
ACCOUNTING	NN	0.000003
ACCOUNTING	NNP	0.000005
accounts	NNS	0.000817
accounts	VBZ	0.000665
Accounts	NNPS	0.000290
accoutrements	NNS	0.000007
Accreditation	NNP	0.000005
accredited	JJ	0.000007
accredited	VBN	0.000019
accreted	VBN	0.000019
accrue	VB	0.000011
accrued	JJ	0.000007
accrued	VBN	0.000193
Accrued	VBN	0.000019
accrues	VBZ	0.000016
accruing	VBG	0.000024
accumulate	VB	0.000011
accumulate	VBP	0.000038
accumulated	JJ	0.000007
accumulated	VBN	0.000540
accumulates	VBZ	0.000016
accumulating	VBG	0.000213
accumulation	NN	0.000061
Accumulation	NNP	0.000020
accumulative	JJ	0.000021
accumulatively	RB	0.000054
accuracy	NN	0.000067
accurate	JJ	0.000282
accurate	RB	0.000009
accurately	RB	0.000181
Accurately	RB	0.000009
accusation	NN	0.000040
accusations	NNS	0.000235
accusatory	JJ	0.000007
accuse	VB	0.000211
accuse	VBP	0.000169
accused	VBD	0.000662
accused	VBN	0.002026
Accused	NNP	0.000005
Accused	VBN	0.000019
accuser	NN	0.000009
accusers	NNS	0.000015
accuses	VBZ	0.000162
accusing	VBG	0.000733
accussed	VBN	0.000019
accustomed	JJ	0.000069
accustomed	VBN	0.000135
ace	NN	0.000006
Ace	NNP	0.000010
Aceh	NNP	0.000025
Acer	NNP	0.000025
aces	VBZ	0.000016
acetate	NN	0.000003
acetic	JJ	0.000007
acetone	NN	0.000003
acetylene	NN	0.000003
%ach	UH	0.000061
Achaia	NNP	0.000049
Achaicus	NNP	0.000005
ache	VB	0.000011
ached	VBD	0.000012
aches	NNS	0.000015
aches	VBZ	0.000016
achievable	JJ	0.000007
achieve	VB	0.001043
achieve	VBP	0.000075
achieved	VBD	0.000449
achieved	VBN	0.001756
achievement	NN	0.000119
Achievement	NNP	0.000015
achievements	NN	0.000003
achievements	NNS	0.000456
achiever	NN	0.000003
achieves	VBZ	0.000097
achieving	VBG	0.000615
Achille	NNP	0.000025
Achilles	NNP	0.000010
Achim	NNP	0.000010
aching	NN	0.000003
aching	VBG	0.000071
Achish	NNP	0.000114
acid	JJ	0.000041
acid	NN	0.000058
acidified	VBN	0.000019
acidity	NN	0.000006
acids	NNS	0.000007
Ackerman	NNP	0.000020
acknowledge	VB	0.000200
acknowledge	VBP	0.000094
acknowledged	VBD	0.000426
acknowledged	VBN	0.000193
acknowledgement	NN	0.000009
acknowledgements	NNS	0.000007
acknowledges	VBZ	0.000438
acknowledging	VBG	0.000284
acknowledgment	NN	0.000003
ACLU	NNP	0.000015
ACME	NNP	0.000005
acne	NN	0.000009
Acnit	NNP	0.000005
acolyte	NN	0.000003
acommodated	VBN	0.000019
Acorn	NNP	0.000005
acorns	NNS	0.000007
acoustic	JJ	0.000014
acquaintance	NN	0.000009
acquaintances	NNS	0.000007
acquainted	JJ	0.000007
acquainted	VBN	0.000058
acquiesce	VB	0.000011
acquiesced	VBD	0.000012
acquiescence	NN	0.000003
acquire	NN	0.000003
acquire	VB	0.001054
acquire	VBP	0.000019
Acquire	VB	0.000011
acquired	JJ	0.000014
acquired	VBD	0.000709
acquired	VBN	0.001254
Acquired	NNP	0.000005
Acquired	VBN	0.000019
acquirer	NN	0.000003
acquirers	NNS	0.000007
Acquirers	NNS	0.000007
acquires	VBZ	0.000114
acquiring	VBG	0.000827
Acquiring	VBG	0.000024
acquisition	NN	0.000346
Acquisition	NNP	0.000025
ACQUISITION	NNP	0.000010
acquisitions	NNS	0.000405
acquisitive	JJ	0.000007
acquit	VB	0.000022
acquittal	NN	0.000006
acquitted	VBN	0.000135
AC&R	NNP	0.000020
acre	NN	0.000049
acreage	NN	0.000003
acres	NNS	0.000191
ACRES	NNP	0.000005
acrimonious	JJ	0.000021
acrimony	NN	0.000006
Acronod	NNP	0.000005
acronym	NN	0.000015
acronyms	NNS	0.000007
Acrophobia	NNP	0.000005
acrophobic	JJ	0.000007
across	IN	0.001084
across	JJ	0.000007
across	RB	0.000109
across	RP	0.000892
Across	IN	0.000050
Across	NNP	0.000015
acrylic	JJ	0.000007
acrylic	NN	0.000012
Acrylic	NN	0.000009
Acrylic	NNP	0.000005
acrylics	NNS	0.000007
act	NN	0.000297
act	VB	0.000921
act	VBP	0.000151
Act	NN	0.000006
Act	NNP	0.000370
Act	VB	0.000022
acted	VBD	0.000236
acted	VBN	0.000174
acter	NN	0.000003
acting	JJ	0.000028
acting	NN	0.000028
acting	VBG	0.001513
Acting	NN	0.000003
Acting	NNP	0.000010
Acting	VBG	0.000024
action	NN	0.000964
Action	NN	0.000003
Action	NNP	0.000059
actionable	JJ	0.000007
actions	NNS	0.000912
Actions	NNS	0.000022
activate	VB	0.000033
activate	VBP	0.000056
activated	VBD	0.000059
activated	VBN	0.000289
activating	VBG	0.000024
activation	NN	0.000012
activators	NNS	0.000007
active	JJ	0.001032
actively	RB	0.000923
Actively	RB	0.000018
activism	NN	0.000009
Activism	NN	0.000003
activist	JJ	0.000028
activist	NN	0.000028
activists	NNS	0.000412
Activists	NNS	0.000022
activities	NNS	0.001427
Activities	NNPS	0.000145
Activities	NNS	0.000015
activity	NN	0.000582
Activity	NN	0.000021
Activity	NNP	0.000015
actor	NN	0.000089
Actor	NN	0.000009
actors	NNS	0.000228
actress	NN	0.000055
actresses	NNS	0.000015
acts	NNS	0.000383
acts	VBZ	0.000422
Acts	NNPS	0.000145
actual	JJ	0.001218
Actual	JJ	0.000021
actuality	NN	0.000003
actualization	NN	0.000003
actualized	VBN	0.000019
actually	RB	0.004823
Actually	RB	0.000543
actuarial	JJ	0.000007
actuaries	NNS	0.000007
actuary	NN	0.000003
acupuncture	NN	0.000003
acupuncturist	NN	0.000003
Acura	NNP	0.000020
acute	JJ	0.000055
acutely	RB	0.000027
acutually	RB	0.000009
acutus	NNP	0.000005
ad	FW	0.003043
ad	NN	0.000542
ad-	NN	0.000003
a.D	NN	0.000003
Ad	NN	0.000028
Ad	NNP	0.000030
AD	NN	0.000015
A.D.	NN	0.000006
A.D.	NNP	0.000005
Ada	NNP	0.000010
Adaiah	NNP	0.000005
Adam	NNP	0.000109
adamant	JJ	0.000034
adamantly	RB	0.000018
Adamec	NNP	0.000005
Adams	NNP	0.000064
Adamski	NNP	0.000005
adapt	VB	0.000189
adapt	VBP	0.000056
adaptable	JJ	0.000021
adaptation	NN	0.000015
adapted	VBD	0.000083
adapted	VBN	0.000212
Adapted	VBN	0.000019
adapter	NN	0.000006
adapting	NN	0.000003
adapting	VBG	0.000189
adaptive	JJ	0.000007
Adaptor	NN	0.000003
ADC	NN	0.000003
add	VB	0.001520
add	VBP	0.000433
Add	VB	0.000078
Add	VBP	0.000019
ADD	NN	0.000003
ADD	NNP	0.000005
added	JJ	0.000041
added	VBD	0.003144
added	VBN	0.002528
Added	VBD	0.000012
Added	VBN	0.000019
adders	NNS	0.000007
Addi	NNP	0.000010
addict	NN	0.000006
addicted	JJ	0.000021
addicted	VBN	0.000058
addiction	NN	0.000028
addictions	NNS	0.000007
addictive	JJ	0.000028
addicts	NNS	0.000037
adding	VBG	0.002600
Adding	VBG	0.000118
Addington	NNP	0.000015
Addis	NNP	0.000020
Addison	NNP	0.000035
Addiss	NNP	0.000005
addition	NN	0.001102
additional	JJ	0.001349
Additional	JJ	0.000028
ADDITIONAL	JJ	0.000007
additionally	RB	0.000054
Additionally	RB	0.000172
additions	NNS	0.000037
additives	NNS	0.000022
add'l	JJ	0.000007
address	NN	0.000260
address	VB	0.000466
address	VBP	0.000075
Address	NN	0.000009
addressed	VBD	0.000213
addressed	VBN	0.000270
addresses	NNS	0.000044
addresses	VBZ	0.000016
addressing	VBG	0.000331
Addressing	VBG	0.000071
adds	VBZ	0.002191
Adds	VBZ	0.000130
Adel	NNP	0.000010
Adelaide	NNP	0.000005
Adele	NNP	0.000020
Aden	NNP	0.000355
adenocard	NN	0.000003
adept	JJ	0.000028
adepts	NNS	0.000007
adequacy	NN	0.000006
adequate	JJ	0.000220
adequately	RB	0.000090
Adha	NNP	0.000049
adhere	VB	0.000089
adhered	VBN	0.000077
adherence	NN	0.000009
adherent	NN	0.000003
adherents	NNS	0.000015
adheres	VBZ	0.000016
adhering	VBG	0.000118
adhesive	JJ	0.000007
adhesive	NN	0.000009
adhesives	NNS	0.000022
Adia	NNP	0.000015
ADIA	NNP	0.000005
Adiandor	NNP	0.000005
adipocyte	NN	0.000003
adipocytes	NNS	0.000015
adjacent	JJ	0.000103
adjective	NN	0.000003
adjectives	NNS	0.000007
adjoined	VBN	0.000019
adjoining	JJ	0.000014
adjourned	VBN	0.000019
adjournment	NN	0.000009
Adjournment	NN	0.000003
adjudicator	NN	0.000012
adjudicators	NNS	0.000015
adjust	VB	0.000288
adjust	VBP	0.000113
Adjust	VB	0.000011
adjustable	JJ	0.000186
adjusted	JJ	0.000069
adjusted	VBD	0.000047
adjusted	VBN	0.001293
adjuster	NN	0.000018
adjusters	NNS	0.000103
Adjusters	NNS	0.000015
adjusting	NN	0.000003
adjusting	VBG	0.000449
adjustment	NN	0.000104
Adjustment	NNP	0.000005
adjustments	NNS	0.000228
adjusts	VBZ	0.000032
adjuvant	JJ	0.000007
A.D.L.	NNP	0.000005
Adlai	NNP	0.000010
Adler	NNP	0.000015
Adm.	NNP	0.000049
adman	NN	0.000003
admen	NNS	0.000007
admin	NN	0.000006
Admin	NNP	0.000010
administer	VB	0.000078
administered	VBN	0.000174
administering	VBG	0.000024
administers	VBZ	0.000016
administrating	VBG	0.000047
administration	NN	0.001524
Administration	NN	0.000024
Administration	NNP	0.000642
administrations	NNS	0.000051
administrative	JJ	0.000550
Administrative	NNP	0.000123
administrator	NN	0.000061
Administrator	NN	0.000003
Administrator	NNP	0.000005
administrators	NNS	0.000081
Administrators	NNP	0.000005
Administrators	NNPS	0.000290
adminstration	NN	0.000003
adminstrative	JJ	0.000007
admirable	JJ	0.000069
admirably	RB	0.000009
admiral	NN	0.000015
Admiral	JJ	0.000007
Admiral	NN	0.000003
Admiral	NNP	0.000064
admirals	NNS	0.000007
admiration	NN	0.000037
admire	VB	0.000033
admire	VBP	0.000075
admired	JJ	0.000014
admired	VBD	0.000047
admired	VBN	0.000154
admirer	NN	0.000006
admirers	NNS	0.000015
Admirers	NNS	0.000015
admires	VBZ	0.000016
admiring	JJ	0.000007
admiring	VBG	0.000047
admissible	JJ	0.000007
admission	NN	0.000095
admissions	NNS	0.000044
Admistration	NNP	0.000005
admit	VB	0.000410
admit	VBP	0.000188
admits	NNS	0.000015
admits	VBZ	0.000714
admitted	VBD	0.000532
admitted	VBN	0.000617
ADMITTED	VBD	0.000012
admittedly	RB	0.000063
Admittedly	RB	0.000018
admitting	VBG	0.000355
admonish	VB	0.000011
admonishing	VBG	0.000047
admonition	NN	0.000006
ADN	NNP	0.000015
Adnan	NNP	0.000010
Adnia	NNP	0.000010
ado	NN	0.000003
ado-	JJ	0.000007
Adobe	NNP	0.000020
adolescence	NN	0.000009
adolescent	JJ	0.000021
adolescent	NN	0.000003
adolescents	NNS	0.000029
Adolph	NNP	0.000025
Adolphus	NNP	0.000005
Adonijah	NNP	0.000158
Adoniram	NNP	0.000025
adopt	VB	0.000533
adopt	VBP	0.000038
Adopt	VB	0.000011
adopted	VBD	0.000378
adopted	VBN	0.001293
ADOPTED	VBD	0.000012
adopting	VBG	0.000898
Adopting	VBG	0.000071
adoption	NN	0.000067
adoptions	NNS	0.000007
adoptive	JJ	0.000021
adopts	VBZ	0.000081
adorable	JJ	0.000014
adore	VBP	0.000075
adores	VBZ	0.000016
adoring	VBG	0.000024
adorn	VB	0.000011
adorn	VBP	0.000019
adorned	VBD	0.000012
adorned	VBN	0.000019
adornments	NNS	0.000007
Adrammelech	NNP	0.000010
Adramyttium	NNP	0.000005
adrenaline	NN	0.000006
Adrenaline	NN	0.000003
Adrian	NNP	0.000010
Adriano	NNP	0.000005
Adriatic	NNP	0.000010
Adriel	NNP	0.000015
adrift	JJ	0.000007
adroit	JJ	0.000007
adroitly	RB	0.000009
ADRs	NNPS	0.000145
ads	NNS	0.000721
Ads	NNS	0.000007
ADS	NNPS	0.000290
ADS	NNS	0.000007
Adsi	NNP	0.000005
ADSL	NN	0.000003
ADT	NNP	0.000015
Adullam	NNP	0.000020
adult	JJ	0.000014
adult	NN	0.000095
Adult	JJ	0.000007
Adult	NNP	0.000005
adultery	NN	0.000077
adulthood	NN	0.000009
adults	NNS	0.000287
Adults	NNS	0.000022
adv-	NN	0.000003
advance	JJ	0.000034
advance	NN	0.000236
advance	VB	0.000222
advance	VBP	0.000019
Advance	NNP	0.000010
Advance	VB	0.000011
advanced	JJ	0.000812
advanced	VBD	0.000284
advanced	VBN	0.000425
Advanced	JJ	0.000021
Advanced	NNP	0.000059
ADVANCED	NNP	0.000005
advancement	NN	0.000028
Advancement	NNP	0.000005
advancements	NNS	0.000007
advancers	NNS	0.000022
Advancers	NNS	0.000007
advances	NNS	0.000169
advances	VBZ	0.000049
Advances	NNS	0.000007
advancing	VBG	0.000402
Advancing	VBG	0.000024
advantage	NN	0.000370
advantage	VB	0.000011
Advantage	NN	0.000003
advantaged	JJ	0.000007
advantageous	JJ	0.000096
Advantageous	JJ	0.000007
advantages	NNS	0.000368
advent	NN	0.000040
Advent	NNP	0.000005
Adventist	NNP	0.000005
adventure	NN	0.000031
adventures	NNS	0.000037
adventurism	NN	0.000009
adversaries	NNS	0.000015
adversary	NN	0.000024
adverse	JJ	0.000151
Adverse	JJ	0.000007
adversely	RB	0.000018
advert	NN	0.000003
advertise	VB	0.000044
advertise	VBP	0.000094
advertised	JJ	0.000007
advertised	VBD	0.000012
advertised	VBN	0.000077
advertisement	NN	0.000018
advertisements	NNS	0.000088
advertiser	NN	0.000015
Advertiser	NNP	0.000005
advertisers	NNS	0.000508
Advertisers	NNPS	0.000436
Advertisers	NNS	0.000059
advertises	VBZ	0.000016
advertising	NN	0.000453
advertising	VBG	0.000426
Advertising	NN	0.000015
Advertising	NNP	0.000089
ADVERTISING	NNP	0.000010
advertorial	JJ	0.000014
advice	NN	0.000269
advice	VB	0.000011
Advice	NN	0.000009
Advice	NNP	0.000005
advisable	JJ	0.000014
advise	NN	0.000006
advise	VB	0.000111
advise	VBP	0.000056
advised	VBD	0.000225
advised	VBN	0.000270
adviser	NN	0.000168
Adviser	NNP	0.000010
advisers	NNS	0.000280
Advisers	NNP	0.000005
Advisers	NNPS	0.000871
advises	VBZ	0.000179
advising	NN	0.000003
advising	VBG	0.000402
advisor	NN	0.000064
Advisor	NNP	0.000039
advisories	NNS	0.000022
advisors	NNS	0.000118
Advisors	NNP	0.000010
Advisors	NNPS	0.000145
Advisors	NNS	0.000015
advisory	JJ	0.000083
